web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
1528236336-25,http://www.cccb.org/es/actividades/actuales/2,Las ciudades que necesitamos,http://www.cccb.org/es/actividades/ficha/las-ciudades-que-necesitamos/229185,Las ciudades que necesitamos,http://www.cccb.org/rcs_gene/Kimmelman_1000.jpg,"Ante la amenaza del cambio climático y el crecimiento exponencial de las ciudades, Michael Kimmelman, crítico de arte y arquitectura de The New York Times, reivindica un modelo de ciudad para el siglo XXI más responsable para con su entorno y las personas que la habitan.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/las-ciudades-que-necesitamos/229185,Conferencia de Michael Kimmelman,18 junio 2018,18 junio 2018
1528236456-33,http://www.cccb.org/es/actividades/actuales/2,Artistas por la libertad de expresión,http://www.cccb.org/es/actividades/ficha/artistas-por-la-libertad-de-expresion/229032,Artistas por la libertad de expresión,http://www.cccb.org/rcs_gene/1000_artistes_llibertat_expressio_c_Xavi_Piera.jpg,"A raíz de la muestra de la obra de Santiago Sierra «Presos políticos en la España contemporánea», el CCCB coorganiza con el colectivo ¡No Callaremos! una tarde de acciones artísticas para reivindicar el derecho a la libertad de expresión. Mas información en las redes de No Callaremos.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/artistas-por-la-libertad-de-expresion/229032,,13 junio 2018,13 junio 2018
1528236334-24,http://www.cccb.org/es/actividades/actuales/2,Ceremonia de entrega del Premio Europeo del Espacio Público Urbano 2018,http://www.cccb.org/es/actividades/ficha/ceremonia-de-entrega-del-premio-europeo-del-espacio-publico-urbano-2018/229256,Ceremonia de entrega del Premio Europeo del Espacio Público Urbano 2018,http://www.cccb.org/public/img/default/default_premis.jpg,"En el acto se darán a conocer los ganadores de la décima edición del certamen, y la presidenta del jurado, Olga Tarrasó, hará balance de las obras presentadas.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/ceremonia-de-entrega-del-premio-europeo-del-espacio-publico-urbano-2018/229256,,20 junio 2018,20 junio 2018
