web-scraper-order,web-scraper-start-url,event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__Blueproject Foundation,event_venue__Blueproject Foundation,event_category__Exposición__Blueproject Foundation__Arte contemporáneo__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
1528236162-4,http://www.blueprojectfoundation.org/es/exposiciones,Still Blue,/cache/com_zoo/images/portada_bluestill_0daac9606bd4dde1f336d68f870b687a.jpg,null,21.06.2018 - 04.11.2018,21.06.2018 - 04.11.2018,null,null,null,null,null,/es/exposiciones/item/still-blue,Still Blue,http://www.blueprojectfoundation.org/es/exposiciones/item/still-blue,"La Blueproject Foundation presenta la exposición colectiva ""Still Blue"" del 21 de junio al 4 de noviembre de 2018 en Il Salotto. 
Más información próximamente."
