event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración__Próximas inauguraciones,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
"LE FUTUR EST DERRIÈRE NOUS","https://www.miscelanea.info/e1031/le-futur-est-derriere-nous","LE FUTUR EST DERRIÈRE NOUS","06 de Septiembre  2017 al 01 de Octubre  2017","INAUGURACIÓN: Miércoles 6 a las 20:00h.","https://www.miscelanea.info/public/images/babylone-ii-hd.jpg","06 de Septiembre  2017 al 01 de Octubre  2017","null","null","null","null","null","/e1031/le-futur-est-derriere-nous","Freak City"
