event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
Blind Hearts,http://www.miscelanea.info/e984/blind-hearts,Blind Hearts,28/09/16,INAUGURACIÓN: Miércoles 28 a las 20:00h.,http://www.miscelanea.info/public/images/feel03web.jpg,16/10/16,null,null,null,null,null,/e984/blind-hearts,Ral
