web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__Fundación Mapfre__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_title
"1518952799-118","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/","","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/brassai.jsp","/fundacion/es_es/images/brassai-894_tcm1069-438804_thumbnail_w283_h-1.jpg","20/02/2018","13/05/2018","Exposición en Barcelona. Sala Fundación MAPFRE Casa Garriga Nogués
				
				
				
				Del 20/02/2018 al 13/05/2018
				
				
				A  del partir del 20 de febrero en nuestra sala Fundación MAPFRE Casa Garriga Nogués de Barcelona podrás contemplar la obra de uno de los maestros de la fotografía del s.XX: Brassaï.
Brassaï fue uno de los miembros más destacados dentro del conjunto de fotógrafos europeos y americanos cuyo trabajo entre las dos guerras mundiales redefinió la identidad de la fotografía y enriqueció su potencial como expresión artística.
La presente muestra recorre su trayectoria a través de más de doscientas piezas. Comisariada por Peter Galassi, conservador jefe del Departamento de Fotografía del Museo de Arte Moderno de Nueva York (MoMA) desde 1991 a 2011, es la primera exposición retrospectiva de Brassaï organizada desde el año 2000 (Centro Pompidou) y la primera que tiene lugar en España desde 1993.  
Cuenta con el préstamo excepcional del Estate Brassaï Succession (París) y con otros préstamos procedentes de algunas de las más importantes instituciones y colecciones particulares de origen norteamericano y europeo: Museum of Modern Art (Nueva York), Centre Pompidou (París), Museum of Fine Arts (Houston), Metropolitan Museum of Art (Nueva York), Art Institute of Chicago, Nicholas y Susan Pritzker, David Dechman y Michel Mercure, Philadelphia Museum of Art, ISelf Collection (Londres) y San Francisco Museum of Modern Art.
Brassaï es una producción de Fundación MAPFRE.
Ven. Disfruta. Comparte #expo_brassai
				Comprar","null","null","null","null","null","/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/brassai.jsp","Brassaï"
