web-scraper-order,web-scraper-start-url,event_title,event_start,event_text,event_image-src,event_end,event_base-url__https://www.lapedrera.com/es/exposiciones-0,event_category__Exposición__La Pedrera__Próximas inauguraciones,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__4,event_id
"1518953025-161","https://www.lapedrera.com/es/exposiciones-0","XAVIER MISERACHS. Epílogo imprevisto","16/03/2018  -  15/07/2018 |","null","https://www.lapedrera.com/sites/default/files/styles/crop_653x255/public/Xavier%20Miserachs.%20Pla%C3%A7a%20Reial%2C%20Barcelona%2C%201962%20-%20web_0.jpg?itok=o0Ytq1Jp","16/03/2018  -  15/07/2018 |","null","null","null","null","null","null","XAVIER MISERACHS. Epílogo imprevisto"
