event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Actividad__La Capella,event_organizer__La Capella,event_venue__La Capella,event_id
"Presentación colección BCN Producció'15","http://lacapella.bcn.cat/es/activitats/presentaci%C3%B3n-colecci%C3%B3n-bcn-producci%C3%B315","null","null","http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/bcnpr15_logo_1.jpg","Presentación colección BCN Producció'15","La Capella","El viernes 3 de julio, a las 10.30h, desayuno-presentación en la librería La Caníbal (calle Nàpols, 314), de los dos primeros volúmenes de la colección de libros BCN Producció’15, una colaboración entre La Capella y Folchstudio.","null","null","null","null","null","/es/activitats/presentaci%C3%B3n-colecci%C3%B3n-bcn-producci%C3%B315"
"Art Nou / Primera Visió 2015","http://lacapella.bcn.cat/es/activitats/art-nou-primera-visi%C3%B3-2015","null","null","http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/logo-art-nou-01.jpg","Art Nou / Primera Visió 2015","La Capella / Art Barcelona","Este año, Art Nou llega a la ciudatd en pleno verano con exposiciones, recorridos y charlas para acercarte el arte jovende Barcelona.
El 2 de julio se llevará a cabo la inauguración de las exposiciones en las galerias y, como cada año, le seguirá la fiesta en La Capella, el jueves 4 de julio de 19h a 22h, en la que se otorgará el premio al mejor proyecto (jurado: David Armengol Mery Cuesta y Rubén Verdú). A lo largo de las siguientes semanas se realizarán rutas, charlas y actividades en diferentes centros de arte de la ciudad.","null","null","null","null","null","/es/activitats/art-nou-primera-visi%C3%B3-2015"
"Coloquio sobre la exposición I came from there (Vine de allí)","http://lacapella.bcn.cat/es/activitats/coloquio-sobre-la-exposici%C3%B3n-i-came-there-vine-de-all%C3%AD","null","null","http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/face.jpg","Coloquio sobre la exposición I came from there (Vine de allí)","Firas Shehadeh y David Armengol","El artista Firas Shehadeh y David Armengol hablarán sobre la exposición I came from there (2015), la instalación, el poema y la identidad post-catástrofe","null","null","null","null","null","/es/activitats/coloquio-sobre-la-exposici%C3%B3n-i-came-there-vine-de-all%C3%AD"
"Realismo / David Bestué","http://lacapella.bcn.cat/es/activitats/realismo-david-bestu%C3%A9","null","null","http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/cultu.jpg","Realismo / David Bestué","David Bestué","Visitas comentadas con David Bestué y Robert Brufau
Cierre de la exposició con Aimar Pérez Galí","null","null","null","null","null","/es/activitats/realismo-david-bestu%C3%A9"
