web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_start,event_text,event_image-src,event_end,event_category__Exposición__Museo Can Framis__Pintura__Arte local__Próximas inauguraciones,event_organizer__Museo Can Framis,event_venue__Museo Can Framis,event_maplink__1,event_cost__5,event_id
1531909830-33,http://www.fundaciovilacasas.com/es/calendario-exposiciones-museo/museo-can-framis-barcelona,,http://www.fundaciovilacasas.com/es/exposicion/viaje-a-la-esencia-de-la-pintura,"Jorge R. Pombo																			
				 - Viaje a la esencia de la pintura",Lunes 01 | Octubre - Domingo 20 | Enero,null,https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A18760315.jpg,Lunes 01 | Octubre - Domingo 20 | Enero,null,null,null,null,null,"Jorge R. Pombo																													
									
										Viaje a la esencia de la pintura"
1531909828-32,http://www.fundaciovilacasas.com/es/calendario-exposiciones-museo/museo-can-framis-barcelona,,http://www.fundaciovilacasas.com/es/exposicion/no-como-el-caos,"Alvaro Sánchez-Montañés																			
				 - No como el caos",Lunes 01 | Octubre - Domingo 20 | Enero,null,https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A16814834.jpg,Lunes 01 | Octubre - Domingo 20 | Enero,null,null,null,null,null,"Alvaro Sánchez-Montañés																													
									
										No como el caos"
