web-scraper-order,web-scraper-start-url,event_title2,event_start,event_text,event_image-src,event_end,event_category__Exposición__Espai Volart__Arte local__Próximas inauguraciones,event_organizer__Espai Volart,event_venue__Espai Volart,event_maplink__1,event_cost__5,event_id,event_title1,event_link,event_link-href
1531909936-42,http://www.fundaciovilacasas.com/es/calendario-exposiciones-museo/espais-volart-barcelona,"Dibuixos, papers i figures de la col·lecció de l'IVAM",Miércoles 19 | Septiembre  | 2018 - Domingo 30 | Diciembre  | 2018,null,https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A18581052.jpg,Miércoles 19 | Septiembre  | 2018 - Domingo 30 | Diciembre  | 2018,null,null,null,null,null,es/exposicion/dibuixos-papers-i-figures-de-la-colleccio-de-livam,JULIO GONZÁLEZ,,http://www.fundaciovilacasas.com/es/exposicion/dibuixos-papers-i-figures-de-la-colleccio-de-livam
1531909934-40,http://www.fundaciovilacasas.com/es/calendario-exposiciones-museo/espais-volart-barcelona,De la llum al món,Miércoles 19 | Septiembre  | 2018 - Domingo 30 | Diciembre  | 2018,null,https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A18571889.jpg,Miércoles 19 | Septiembre  | 2018 - Domingo 30 | Diciembre  | 2018,null,null,null,null,null,es/exposicion/de-la-llum-al-mon,MANUEL DUQUE,,http://www.fundaciovilacasas.com/es/exposicion/de-la-llum-al-mon
