"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"Paseos de Nobel","CaixaForum","CaixaForum","04/16/2018","","09/02/2018","",1,"CaixaForum, Exposición, Próximas inauguraciones","4","https://caixaforum.es/es/barcelona/fichaexposicion?entryId=377366",1,1,"<p><img src='/documents/20924/24359/expo+paseos+nobel+cast+mini/fd7ec350-3728-1d85-c8dd-b3f5ff62663a?t=1523014085000' width='228' height='182' alt='Paseos de Nobel' />El ojo de Kim Manresa y la perspicacia de Xavi Ayén consiguen captar de manera espontánea la relación de los escritores con su entorno. Les vemos en acción; escribiendo, corriendo, comprando o charlando con amigos, pero sobre todo, fundiéndose con un paisaje que sus obras han hecho universal. El conjunto de los retratos, acompañados de breves reflexiones sobre esos encuentros íntimos, dibujan un mapamundi literario con el México del colombiano García Márquez; la Nigeria de Wole Soyinka; la Nueva York de Toni Morrison; o la China de Gao Xingjian, entre otros muchos escenarios.</p>","/documents/20924/24359/expo+paseos+nobel+cast+mini/fd7ec350-3728-1d85-c8dd-b3f5ff62663a?t=1523014085000"
