"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"Bricolaje sonoro. Nuevas prácticas para una nueva música - Seminario y taller a cargo de Ferran Fages","CCCB","CCCB","05/16/2006","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/bricolaje-sonoro-nuevas-practicas-para-una-nueva-musica/226187",1,1,"<p><img src='data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7' width='228' height='182' alt='Bricolaje sonoro. Nuevas prácticas para una nueva música - Seminario y taller a cargo de Ferran Fages' />¿En qué momento los objetos devienen instrumentos musicales? ¿Cómo se integran estos nuevos timbres? ¿Cuándo el ruido deviene música? A lo largo del siglo XX, el concepto de ruido y la producción del sonido con elementos no musicales devienen un nuevo paradigma para la práctica y la escucha musical.</p>","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Nosotros, el pueblo - El avance del populismo en Europa","CCCB","CCCB","06/22/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/nosotros-el-pueblo/226843",1,1,"<p><img src='http://www.cccb.org/rcs_gene/strike-51212_1920.jpg' width='228' height='182' alt='Nosotros, el pueblo - El avance del populismo en Europa' />¿Cómo se explica el crecimiento en Europa del populismo? ¿Cuál será su impacto sobre el futuro del continente? En esta conferencia, el analista político y codirector de la Open Society Initiative for Europe, Jordi Vaquer, reflexionará sobre el crecimiento del populismo en todo el continente y debatirá sus implicaciones con Diego Muro, profesor titular en la Universidad de Saint Andrews (Escocia) e investigador asociado en el Barcelona Centre for International Affairs (CIDOB).</p>","http://www.cccb.org/rcs_gene/strike-51212_1920.jpg"
"Clima, cultura, cambio - Programa de actividades y ceremonia de entrega del II Premio Internacional a la Innovación Cultural 2016-2017","CCCB","CCCB","06/20/2017","","06/21/2017","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/clima-cultura-cambio/226727",1,1,"<p><img src='http://www.cccb.org/rcs_gene/premi_innovacio.jpg' width='228' height='182' alt='Clima, cultura, cambio - Programa de actividades y ceremonia de entrega del II Premio Internacional a la Innovación Cultural 2016-2017' />Celebramos dos jornadas de actividades en torno a la entrega del II Premio Internacional a la Innovación Cultural y al tema central de la edición 2016-2017: el cambio climático, que es uno de los ejes centrales de la programación del CCCB de este año.</p>","http://www.cccb.org/rcs_gene/premi_innovacio.jpg"
"Visibilizando la crisis humanitaria en Europa desde la experiencia de personas refugiadas - Oferta exclusiva para los Amigos del CCCB","CCCB","CCCB","07/04/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/visibilizando-la-crisis-humanitaria-en-europa-desde-la-experiencia-de-personas-refugiadas/226226",1,1,"<p><img src='data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7' width='228' height='182' alt='Visibilizando la crisis humanitaria en Europa desde la experiencia de personas refugiadas - Oferta exclusiva para los Amigos del CCCB' />Proyección del documental  Invisibles (25’, 2016), breve presentación de proyecto europeo www.uhelpapp.com   y mesa redonda con Bakri Bouchi, siriano catalán,  Ángela Martínez, representante del grupo de profesionales voluntarios de SOS Refugiats y Blanca Garcés, investigadora en migraciones del CIDOB.</p>","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Presentación de la exposición «Allan Sekula. Sísif colectivo», a cargo de Carles Guerra, co-comisario de la exposición y director de la Fundació Antoni Tàpies - Actividad exclusiva para los Amigos CCCB, MNAC, MACBA, Fundació Miró y Fundació Antoni Tàpies","CCCB","CCCB","07/11/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/presentacion-de-la-exposicion-allan-sekula-sisif-colectivo-a-cargo-de-carles-guerra-co-comisario-de-la-exposicion-y-director-de-la-fundacio-antoni-tapies/226840",1,1,"<p><img src='http://www.cccb.org/rcs_gene/Allan-Sekula.jpg' width='228' height='182' alt='Presentación de la exposición «Allan Sekula. Sísif colectivo», a cargo de Carles Guerra, co-comisario de la exposición y director de la Fundació Antoni Tàpies - Actividad exclusiva para los Amigos CCCB, MNAC, MACBA, Fundació Miró y Fundació Antoni Tàpies' />Allan Sekula (Erie, 1941-Los Ángeles, 2013) es tal vez el nombre más destacado de la fotografía moderna en la segunda mitad del siglo XX.</p>","http://www.cccb.org/rcs_gene/Allan-Sekula.jpg"
"Fotolibro en vivo - Un encuentro festivo para conocer la escena local del fotolibro","CCCB","CCCB","06/09/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/fotolibro-en-vivo/226767",1,1,"<p><img src='http://www.cccb.org/rcs_gene/DD5A1665_web.jpg' width='228' height='182' alt='Fotolibro en vivo - Un encuentro festivo para conocer la escena local del fotolibro' />En el marco de la exposición «Fenómeno Fotolibro», Widephoto organiza un encuentro festivo para acercarnos a los autores, editoriales, librerías y autoeditores que se dedican al fotolibro en Barcelona. Sesiones de bookjockeys, un mercado de librerías y editoriales de la ciudad, música y una intervención artística para celebrar el género local. ¿Te lo vas a perder?</p>","http://www.cccb.org/rcs_gene/DD5A1665_web.jpg"
"Las ciudades, en manos de las finanzas globales - Conferència de Raquel Rolnik presentada por Joan Subirats","CCCB","CCCB","06/08/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/las-ciudades-en-manos-de-las-finanzas-globales/226015",1,1,"<p><img src='http://www.cccb.org/rcs_gene/raquel-rolnik-1000.jpg' width='228' height='182' alt='Las ciudades, en manos de las finanzas globales - Conferència de Raquel Rolnik presentada por Joan Subirats' />El avance de las finanzas globales en las ciudades, ¿es una amenaza para la democracia? Raquel Rolnik, catedrática de la Universidad de São Paulo y ex secretaria de Programas Urbanos del primer gobierno de Lula da Silva en Brasil, analiza la transformación de las ciudades en la era del capitalismo de las finanzas, y plante por qué valores políticos fundamentales como el disenso y la heterogeneidad están quedando fuera del espacio urbano. Presenta la conferencia Joan Subirats, catedrático de Ciencia política en la Universitat Autònoma de Barcelona.</p>","http://www.cccb.org/rcs_gene/raquel-rolnik-1000.jpg"
"Los ataques a la libertad de expresión - Conferencia de Timothy Garton Ash","CCCB","CCCB","07/05/2017","","","",1,"CCCB, Exposición","6","http://www.cccb.org/es/actividades/ficha/los-ataques-a-la-libertad-de-expresion/226309",1,1,"<p><img src='data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7' width='228' height='182' alt='Los ataques a la libertad de expresión - Conferencia de Timothy Garton Ash' />La libertad de expresión, “oxígeno de todas las demás libertades”, vive amenazada por una contrarevolución antiliberal que pretende revertir los avances de los últimos 30 años. Así lo advierte el intelectual británico Timothy Garton Ash, que en su conferencia del Día Orwell analizará retos como el auge de la censura, el poder de las grandes compañías de internet y la comunicación, el rol de las agencias estatales de seguridad o los conflictos entre humor y religión.</p>","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
