event_link,event_link-href,event_title,event_start,event_text,event_image-src,event_end,event_category__Exhibition__Museo Can Framis__Painting__Local art,event_organizer__Museo Can Framis,event_venue__Museo Can Framis,event_maplink__1,event_cost__5,event_id
,http://www.fundaciovilacasas.com/en/exhibition/elisava-revisiones,"SEVERAL ARTISTS
				 - ELISAVA: (re)Visiones",Wednesday 25 | May - Friday 16 | September,"Alice Cannara Malan
Amy Helminiak
Ariadna Comas
Faiza Farooq
Hannah Woolf
Helena Ortiz
Janet Greco
Julika Wiggers
Katharina Kayser
Kitsanee Charoensawat
Maria Galindo
Matteo Sampaolo
Olivia Schwarz
Saadya Tallat
Sergio Ramírez
Siqi Li
Susanna Järn
Xavier Boet
Zhiying Li",https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A11193597.jpg,Wednesday 25 | May - Friday 16 | September,null,null,null,null,null,ELISAVA: (re)Visiones
