event_title,event_start,event_end,event_image-src,event_text,event_link,event_link-href,event_id,event_maplink__1,event_organizer__Fundación Joan Miró,event_venue__Fundación Joan Miró,event_cost__7,event_category__Exhibition__Fundación Joan Miró
"Endgame: Duchamp, chess and the avant-garde",29/10/2016,22/01/2017,http://www.fmirobcn.org/media/upload/gif/cache/sonia_delaunay_1472816255_255.jpg,"Endgame. Duchamp, chess and the avant-garde is an account of twentieth-century avant-garde movements up to the beginning of conceptual art, told from the angle of what appears to be a minor anecdote: the game of chess.","about  ""Endgame: Duchamp, chess and the avant-garde""",http://www.fmirobcn.org/exhibitions/5708/endgame-duchamp-chess-and-the-avant-garde,/exhibitions/5708/endgame-duchamp-chess-and-the-avant-garde,null,null,null,null,null
