web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__La Virreina,event_venue__La Virreina,event_category__Exposición__La Virreina__Arte contemporáneo__Próximas inauguraciones,event_id,event_title2
1515234536-32,http://ajuntament.barcelona.cat/lavirreina/es/exposiciones,"Malas calles

      

            Una mirada a la relación entre ciudad y cine desde la antropología urbana
      
    
    
        


    
    
  18.12.2017
 – 
  22.04.2018",http://ajuntament.barcelona.cat/lavirreina/es/exposiciones-online/malas-calles/201,Malas calles,/lavirreina/sites/default/files/2017-12/los_sures%20%281%29.jpg,null,"18.12.2017
 – 
  22.04.2018","18.12.2017
 – 
  22.04.2018",null,null,null,null,null,"Malas calles

      

            Una mirada a la relación entre ciudad y cine desde la antropología urbana
      
    
    
        


    
    
  18.12.2017
 – 
  22.04.2018",Una mirada a la relación entre ciudad y cine desde la antropología urbana
