event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Actividad__Taller,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost,event_id,event_title2
"COMPOSICIÓN ABSTRACTA (PARA NIÑOS)","http://www.miscelanea.info/k629/composicion-abstracta-para-ninos","COMPOSICIÓN ABSTRACTA (PARA NIÑOS)","12 Jun
			 →","Dentro de la exposición ""ALBA"" se realizará el TALLER DE COMPOSICIÓN ABSTRACTA PARA NIÑOS, por el artista XAVI CEERRE.","","12 Jun
			 →
			 
			

					Domingo 12 de Junio
			
			
					de 12 a 14h. ( 2 horas)","null","null","null","null","null","/k629/composicion-abstracta-para-ninos","Xavi Ceerre"
