event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__10,event_id
Marina Abramovic: The Artist is Present,Proyección del documental,http://www.macba.cat/uploads/20160602/MarinaAbramovic.3.jpg,"Como primera sesión del taller para performance El pesanervios, a cargo de Joan Morey, se proyectará el documental Marina Abramovic: The Artist is Present, de Matthew Akers y Jeff Dupre (2012, 99 min). Se trata de un documental sobre la artista serbia Marina Abramovic mientras se prepara para una gran retrospectiva de su obra en el Museo de Arte Moderno de Nueva York (MoMA). La sesión finalizará con una conversación con Joan Morey.",01 jul. 2016,null,Auditori Meier,,http://www.macba.cat/es/documental-marina-abramovic-the-artist-is-present/1/actividades/activ,null,null,null,null,/es/documental-marina-abramovic-the-artist-is-present/1/actividades/activ
The Museum is Closed,Marta Echaves,http://www.macba.cat/uploads/20160602/La_contrarevolucini_dels_cavalls.3.jpg,"The Museum is Closed es un espacio de mediación entre agentes a partir de la escucha de propuestas con la voluntad de generar reflexión y diálogo en torno a la práctica artística. 

El 28 de junio, la investigadora y comisaria independiente Marta Echaves hablará de sus últimos proyectos, con los que busca poner en evidencia la capacidad que tienen la investigación y la práctica artística contemporáneas para desbordar y poner en cuestión la positividad de la historia y la univocidad de sus narratologías.  



En esta ocasión presentará el proyecto expositivo La contrarrevolución de los caballos, que puede visitarse hasta el 16 de julio en Can Felipa. Este proyecto, centrado en la década de los noventa en el Estado español, propone desplazar la matriz explicativa de la Transición para repensar nuestro presente. En diálogo con otros de sus trabajos como Nuestro Museo de América y Seguiremos sin tener garras, hablaremos de lo curatorial, lo escénico y la autoedición como prácticas documentales expandidas, y de la importancia que tienen los procesos de investigación que se desarrollan en los intersticios entre diferentes disciplinas.

  

Sigue las sesiones anteriores en el blog http://themuseumisclosed.tumblr.com/",28 jun. 2016,null,Espai Taller  MACBA,,http://www.macba.cat/es/marta-echaves-the-museum-is-closed/1/actividades/activ,null,null,null,null,/es/marta-echaves-the-museum-is-closed/1/actividades/activ
El pesanervios,Taller para performance a cargo de Joan Morey,http://www.macba.cat/uploads/20160602/Morey_macba.3.jpg,"¿Qué es una performance? ¿Cómo preparar un proyecto artístico en este formato? ¿Qué hay que tener en cuenta antes de realizar una performance? ¿Funciona la performance como cualquier obra de arte? ¿Para qué sirven la documentación, los vestigios o las publicaciones procedentes de un trabajo performático? ¿Hay que ser performer para realizar una performance?



Este taller pretende dar respuesta a estas y otras cuestiones referidas a los públicos de la performace, la financiación, el espacio de representación, la figura del performer, la duración, la seriación, los derechos de imagen, el plan estratégico y múltiples aspectos prácticos para utilizar la performance como medio de expresión artística de forma eficaz. 



Además de ser una disciplina artística al uso, la performance funciona en muchas ocasiones como vía de escape para la práctica artística en tiempos de crisis. Y no nos referimos solamente a la crisis económica, sino también a la crisis del artista frente al sistema del arte, a la crisis ante la creación de objetos e incluso a la crisis de producción de sentido. La utilización de la performance puede intercalarse aquí como motor, lenguaje o campo de pruebas, y quienes la utilizan tendrán que adaptarla a sus necesidades, sortear los modismos que la rodean y saber si se trata o no del medio de expresión artística adecuado para llevar a cabo su labor creadora.",04 jul.,08 jul. 2016,,,http://www.macba.cat/es/el-pesanervios-joan-morey/1/actividades/activ,null,null,null,null,/es/el-pesanervios-joan-morey/1/actividades/activ
De Marcel Duchamp a Ben Patterson,La política documental de La Muga Caula en el arte de acción,http://www.macba.cat/uploads/20160609/Patterson_04.3.jpg,"Presentación del cartel del 12º encuentro internacional de poesía de acción y performance La Muga Caula, obra del artista Fluxus Ben Patterson, en el marco de una mesa redonda con Oscar Abril Ascaso, Lis Costa y Joan Casellas. Hablaremos de la obra de Ben Patterson, de Fluxus y sus extensiones, y del proyecto documental de La Muga Caula. En primicia revelaremos algunos detalles de la producción del cartel en el estudio de Ben Patterson en Wiesbaden, Alemania, el pasado 25 de mayo de 2016.



La Muga Caula nace en 2005 para celebrar el 40 aniversario de un acontecimiento histórico documentado fotográficamente en 1965: la visita de Marcel Duchamp a la cascada de La Caula, en Les Escaules, Alt Empordà. La fotografía documental y las fotoacciones, de las que Duchamp fue predecesor, tienen un papel central en La Muga Caula, que se materializa en la serie de exposiciones El paisatge documental que cada año se presentan en el Museu de l’Empordà y en la producción de una fotoperformance en exclusiva para el cartel anunciador.



Participantes:

Oscar Abril Ascaso, artista de acción y director de Sectores Culturales e Innovación del Institut de Cultura de Barcelona.

Lis Costa, profesora de Comunicación Audiovisual en la Universitat de Barcelona, miembro del Habitual Video Team y organizadora de los festivales de vídeo FLUX e INFLUX junto con Josep M. Jordana.

Joan Casellas, artista de acción y director de La Muga Caula.



Más información: www.lamugacaula.cat",13 jul. 2016,null,Auditori Meier,,http://www.macba.cat/es/mesa-redonda-de-marcel-duchamp-a-ben-patterson/1/actividades/activ,null,null,null,null,/es/mesa-redonda-de-marcel-duchamp-a-ben-patterson/1/actividades/activ
"Visita con David G. Torres, comisario de la exposición ""Punk. Sus rastros en el arte contemporáneo""",null,http://www.macba.cat/uploads/20160607/CA2M_Itziar_Okariz.3.jpg,"David G. Torres, comisario de Punk. Sus rastros en el arte contemporáneo explica la exposición a todo aquel que quiera participar de este encuentro directo, generar preguntas o consultar dudas.",06 jul.,14 sep. 2016,MACBA,,http://www.macba.cat/es/visita-david-g-torres-punk/1/actividades/activ,null,null,null,null,/es/visita-david-g-torres-punk/1/actividades/activ
