event_title,event_start,event_text,event_image-src,event_end,event_base-url__http://www.cccanfelipa.cat/arts-visuals/exposicio-en-curs/,event_category__Exposición__Centre Cívic Can Felipa__Arte emergente,event_organizer__Centre Cívic Can Felipa,event_venue__Centre Cívic Can Felipa,event_maplink__1,event_cost__0,event_id
"Promotora","del 26.04 al 08.07","PROMOTORA es resumeix en l´antítesi del  ""bon comissariat : un encàrrec que no recull sensibilitats profundes ni enalteix la deriva subjectiva, sinó que promou la reforma de la institució epidèrmicament, superficialment; que busca actuar sobre l´espai com ho faria un equip d´interioristes. 











Lexposició es torna aquí en agència darquitectura, però també habilita l´agenciament econòmic del display i l´espai. La intenció és convidar diferents autors, els quals comparteixen un interès dispar sobre la repetició, el patró, la seriació i la crítica institucional, a adaptar els seus processos de producció per a la resolució decorativa de llocs intersticials i estructurals de l´espai expositiu. 











Succeirà llavors que l´espai de Can Felipa quedarà lliure d´obres i disposarà, en canvi, de cortines, paravents, enrajolats, acabats, frisos, remats o motllures. No hi ha res a veure, res a apreciar, excepte el mateix decorat.









Serralleria.




Tamara Arroyo (1972).




Tamara interpreta la serralleria tradicional de balcons i terrasses per produir una nova sèrie de paravents horitzontals en acer lacat.









Tèxtil.




Nora Barón (1980)




Nora pren el logotip de Can Felipa per dissenyar una sèrie de tèxtils orientats a la producció d´uniformes i roba per al personal de sala.




 




Cortinatge.




Belén (1981)




Belén s'inspira en l'aigua de la piscina d'aquest centre cívic per a confeccionar una família de cortines pintades a mà.




 




Paviments




José Díaz (1981)




José trasllada la seva forma d'arrossegar la pintura i la seva obsessió per Madrid a paviments vinílics que recorden als usats en els vagons del metro.




 




Sòcols




Dai K.S. (1974)




Kato sintetitza els seus dibuixos i patrons geomètrics en cinc models diferents de rajola blanc brillant gravats amb radial.




 




Frisos




Víctor Santamarina (1990)




Víctor es recolza en els ornaments renaixentistes del nord d'Itàlia per realitzar tres models de motllura en escaiola.







Pots consultar aquí la publicació d'aquesta exposició dissenyada per Jordi Oms.","http://www.cccanfelipa.cat/uploads/programacio/t1/20170412134313-1.jpg","del 26.04 al 08.07","null","null","null","null","null","null","Promotora"
