event_title,event_start,event_end,event_link,event_link-href,event_maplink__1,event_cost__8,event_category__Fundació Gaspar__Exposición__Arte contemporáneo__Próximas inauguraciones,event_organizer__Fundació Gaspar,event_venue__Fundació Gaspar,event_id,event_text,event_image
"Paul McCarthy","25/05/2016 - 16/07/2017","25/05/2016 - 16/07/2017","25/05/2016 - 16/07/2017","http://www.fundaciogaspar.org/exposiciones/#","null","null","null","null","null","Paul McCarthy","En proceso…
Más Información en breve.","background-color:#ffffff;background-image:url(http://www.fundaciogaspar.org/wp-content/uploads/2017/03/bar-singularity-1.jpg);"
