event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__Blueproject Foundation,event_venue__Blueproject Foundation,event_category__Exposición__Blueproject Foundation__Arte contemporáneo__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
David Ostrowski,http://www.blueprojectfoundation.org/cache/com_zoo/images/bloque_ostrowski_2x2_36435475482b41b79da7c741842822dd.jpg,,14.07.17 - 01.10.17,14.07.17 - 01.10.17,null,null,null,null,null,/es/exposiciones/item/david-ostrowski,David Ostrowski,http://www.blueprojectfoundation.org/es/exposiciones/item/david-ostrowski,Bei mir geht es in den Keller hoch
