event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Design__Exhibition__Próximas inauguraciones,event_id
Más >,http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/david-bowie-visto-por,David Bowie visto por...,http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half_thumb/public/exhibition/david_bowie_ok_.jpg?itok=1uEgp2E5,"Muestra fotográfica
Homenaje a la figura de David Bowie a través de una recopilación de imágenes de reconocidos fotógrafos catalanes. Esta muestra documenta el paso del artista por Cataluña: el 7 de julio de 1987, con la gira Glass Spider en el Miniestadi del FC Barcelona; el 16 de septiembre de 1990 en el Estadio Olímpico de Barcelona, en el marco de la gira Sound & Vision y, finalmente, el 12 de julio de 1996, en Escalarre, en el primer Doctor Music Festival.
Con los trabajos de: Ferran Sendra, Xavier Mercadé, Jordi Vidal, Josep Maria Palou, Martí Berenguer, Andoni Canela, Jordi Fàbregas, Robert Ramos, Joan Sala o Francesc Fàbregas que es también el comisario de la muestra.
Con la colaboración de la Biblioteca El Clot – Josep Benet",06 / 07 / 2017,25 / 09 / 2017,null,null,null,null,null,"David Bowie visto por...
    
            Temporal
                  
		06 / 07 / 2017
			 - 
	25 / 09 / 2017"
